Persona,Hogar,Sexo,Edad,ActividadHogar,EstadoCivil,NivelInstruccion,ViaAccesoPrincipal,TenenciaVivienda,TipoAlumbrado,TipoVivienda,TieneVehiculo,NumeroVehiculos,TieneMoto,NumeroMotos,AbastecimientoSuper,AbastecimientoDiesel,AbastecimientoEco,AbastecimientoExtra,AbastecimientoElectricidad,AbastecimientoGas,GastoSuper,GastoDiesel,GastoEco,GastoExtra,GastoElectricidad,GastoGas,ValorMnsualArriendo,IncluyeServicioAgua,IncluyeServicioLuz,CantidadDeCuartos,CuartoDormitorios,CuartoNegocio,CuartoCocina,ParentescoPropietario,Basura,TipoCocina,Vivienda,MaterialPiso,MaterialParedes,MaterialTecho,EstadoParedes,EstadoTecho,EstadoParedes,MedidorDeAgua,ObtieneJuntaAgua,MedioRecibeAgua,MedioObtieneAgua,ServicioDucha,TipoDeServicioHigienico,NoTieneServicioHigienico,TipoInsatalacionSanitaria,UnidadMuestreo,Ciudad,Conglomeracion,Estrato,Area,FactorExpansion,Periodo,Mes
0101500039010260510102,01015000390102605102,1,47,12,3,9,1,5,1,2,1,2,1,1,2,2,1,2,2,2,0,0,50,0,0,0,120,3,3,4,3,0,1,2,2,1,0101500039010260502,1,1,6,1,1,1," "," ",1,1,1,1,4,5,010150003901,10150,003901,2712,1,49.0064930798211,202302,02
0101500039010260610102,01015000390102606102,2,78,12,4,4,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,3,4,2,0,1,2,2,1,0101500039010260602,2,3,4,2,2,2," "," ",1,1,1,1,4,5,010150003901,10150,003901,2712,1,49.0064930798211,202302,02
0101500039010260710102,01015000390102607102,1,51,12,3,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,10,0,0,0,500,3,3,12,4,0,1,2,2,1,0101500039010260702,1,3,4,1,1,1," "," ",1,1,1,1,4,5,010150003901,10150,003901,2712,1,49.0064930798211,202302,02
0101500039030410210102,01015000390304102102,1,75,12,1,6,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,230,2,2,4,3,0,1,2,2,1,0101500039030410202,1,1,6,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410210202,01015000390304102102,2,70,12,1,8,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,230,2,2,4,3,0,1,2,2,1,0101500039030410202,1,1,6,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410310102,01015000390304103102,1,39,12,6,9,1,5,1,2,1,1,2,0,2,2,2,1,2,2,0,0,0,60,0,0,250,3,3,3,1,0,1,2,2,1,0101500039030410302,1,1,6,2,3,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410410102,01015000390304104102,1,79,12,1,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500039030410402,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410410202,01015000390304104102,2,74,12,1,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500039030410402,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410510102,01015000390304105102,1,71,12,1,6,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,80,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500039030410502,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410510202,01015000390304105102,2,57,12,1,6,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,80,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500039030410502,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410810102,01015000390304108102,1,85,12,1,6,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,500,3,3,5,4,1,1,2,2,1,0101500039030410802,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410810202,01015000390304108102,2,65,12,1,6,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,500,3,3,5,4,1,1,2,2,1,0101500039030410802,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410810302,01015000390304108102,1,29,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,500,3,3,5,4,1,1,2,2,1,0101500039030410802,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410910102,01015000390304109102,1,53,12,1,6,1,5,1,2,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,3,0,1,2,1,1,0101500039030410902,2,1,6,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410910202,01015000390304109102,2,58,12,1,6,1,5,1,2,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,3,0,1,2,1,1,0101500039030410902,2,1,6,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410910302,01015000390304109102,1,27,12,6,9,1,5,1,2,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,3,0,1,2,1,1,0101500039030410902,2,1,6,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030410910402,01015000390304109102,2,21,12,6,9,1,5,1,2,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,3,0,1,2,1,1,0101500039030410902,2,1,6,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500039030411010102,01015000390304110102,1,71,12,4,9,1,5,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,3,2,1,0,1,2,2,1,0101500039030411002,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150003903,10150,003903,2712,1,26.4686548556894,202302,02
0101500049010270110103,01015000490102701103,2,72,12,4,4,1,4,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,3,2,1,0,1,2,2,1,0101500049010270103,1,1,3,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270210103,01015000490102702103,1,60,12,5,4,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,2,1,1,0,2,2,2,1,0101500049010270203,4,3,6,1,1,1," "," ",2,1,2,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270210203,01015000490102702103,2,28,12,5,6,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,2,1,1,0,2,2,2,1,0101500049010270203,4,3,6,1,1,1," "," ",2,1,2,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270210303,01015000490102702103,1,1,12,6,1,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,2,1,1,0,2,2,2,1,0101500049010270203,4,3,6,1,1,1," "," ",2,1,2,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270310103,01015000490102703103,2,54,12,4,4,4,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,2,2,0,1,2,2,1,0101500049010270303,1,1,2,1,1,1," "," ",1,1,2,3,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270310203,01015000490102703103,2,26,12,6,8,4,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,2,2,0,1,2,2,1,0101500049010270303,1,1,2,1,1,1," "," ",1,1,2,3,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270310303,01015000490102703103,2,80,12,4,4,4,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,2,2,0,1,2,2,1,0101500049010270303,1,1,2,1,1,1," "," ",1,1,2,3,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270320103,01015000490102703203,1,28,12,1,6,4,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,30,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500049010270303,1,1,2,2,2,1," "," ",1,1,2,3,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270320203,01015000490102703203,2,26,12,1,6,4,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,30,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500049010270303,1,1,2,2,2,1," "," ",1,1,2,3,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270320303,01015000490102703203,2,8,12,6,5,4,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,30,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500049010270303,1,1,2,2,2,1," "," ",1,1,2,3,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270410103,01015000490102704103,1,60,12,3,6,3,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,3,3,2,0,1,2,2,1,0101500049010270403,4,1,2,2,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270410203,01015000490102704103,1,33,12,3,9,3,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,3,3,2,0,1,2,2,1,0101500049010270403,4,1,2,2,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270610103,01015000490102706103,2,36,12,3,6,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,2,3,2,0,1,2,2,1,0101500049010270603,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270610203,01015000490102706103,2,19,12,6,7,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,2,3,2,0,1,2,2,1,0101500049010270603,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270610303,01015000490102706103,1,16,12,6,7,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,2,3,2,0,1,2,2,1,0101500049010270603,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270610403,01015000490102706103,1,14,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,2,3,2,0,1,2,2,1,0101500049010270603,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270610503,01015000490102706103,2,10,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,2,3,2,0,1,2,2,1,0101500049010270603,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270610603,01015000490102706103,2,4,12,6,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,2,3,2,0,1,2,2,1,0101500049010270603,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270710103,01015000490102707103,2,28,12,1,6,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,70,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500049010270703,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270710203,01015000490102707103,1,5,12,6,5,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,70,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500049010270703,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270710303,01015000490102707103,2,22,12,6,7,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,70,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500049010270703,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270810103,01015000490102708103,1,53,12,3,9,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,60,0,0,0,0,500,3,3,5,5,0,1,2,2,1,0101500049010270803,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270810203,01015000490102708103,2,29,12,6,9,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,60,0,0,0,0,500,3,3,5,5,0,1,2,2,1,0101500049010270803,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270810303,01015000490102708103,2,53,12,3,9,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,60,0,0,0,0,500,3,3,5,5,0,1,2,2,1,0101500049010270803,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500049010270810403,01015000490102708103,2,26,12,6,6,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,60,0,0,0,0,500,3,3,5,5,0,1,2,2,1,0101500049010270803,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150004901,10150,004901,2713,1,78.669525759119,202303,03
0101500051010310110102,01015000510103101102,1,32,12,6,6,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,0,0,0,0,175,2,2,4,3,0,1,2,2,1,0101500051010310102,1,1,3,2,1,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310110202,01015000510103101102,2,16,12,6,5,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,0,0,0,0,175,2,2,4,3,0,1,2,2,1,0101500051010310102,1,1,3,2,1,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310110302,01015000510103101102,2,16,12,6,5,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,0,0,0,0,175,2,2,4,3,0,1,2,2,1,0101500051010310102,1,1,3,2,1,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310110402,01015000510103101102,2,14,12,6,5,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,0,0,0,0,175,2,2,4,3,0,1,2,2,1,0101500051010310102,1,1,3,2,1,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310110502,01015000510103101102,1,63,12,6,4,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,0,0,0,0,175,2,2,4,3,0,1,2,2,1,0101500051010310102,1,1,3,2,1,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310310102,01015000510103103102,1,71,12,1,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1,1,4,3,0,1,2,2,1,0101500051010310302,1,1,1,1,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310310202,01015000510103103102,2,74,12,1,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1,1,4,3,0,1,2,2,1,0101500051010310302,1,1,1,1,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310310302,01015000510103103102,2,26,12,6,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1,1,4,3,0,1,2,2,1,0101500051010310302,1,1,1,1,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310410102,01015000510103104102,1,52,12,1,6,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,1,3,2,0,1,2,2,1,0101500051010310402,2,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310410202,01015000510103104102,2,53,12,1,6,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,1,3,2,0,1,2,2,1,0101500051010310402,2,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310410302,01015000510103104102,2,16,12,6,7,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,1,3,2,0,1,2,2,1,0101500051010310402,2,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310410402,01015000510103104102,2,73,12,4,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,1,3,2,0,1,2,2,1,0101500051010310402,2,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310610102,01015000510103106102,2,33,12,2,6,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,2,5,3,0,1,2,2,1,0101500051010310602,1,1,1,1,1,1," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310610202,01015000510103106102,1,14,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,2,5,3,0,1,2,2,1,0101500051010310602,1,1,1,1,1,1," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310610302,01015000510103106102,2,5,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,2,5,3,0,1,2,2,1,0101500051010310602,1,1,1,1,1,1," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310710102,01015000510103107102,2,74,12,4,6,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,3,7,5,0,1,2,2,1,0101500051010310702,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310710202,01015000510103107102,2,43,12,3,10,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,3,7,5,0,1,2,2,1,0101500051010310702,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310710302,01015000510103107102,2,15,12,6,5,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,3,7,5,0,1,2,2,1,0101500051010310702,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310910102,01015000510103109102,1,29,12,5,6,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,2,3,2,0,1,2,2,1,0101500051010310902,1,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310910202,01015000510103109102,2,29,12,5,4,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,2,3,2,0,1,2,2,1,0101500051010310902,1,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310910302,01015000510103109102,2,11,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,2,3,2,0,1,2,2,1,0101500051010310902,1,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310910402,01015000510103109102,2,9,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,2,3,2,0,1,2,2,1,0101500051010310902,1,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010310910502,01015000510103109102,2,58,12,6,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,2,3,2,0,1,2,2,1,0101500051010310902,1,1,1,2,2,2," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010311010102,01015000510103110102,2,45,12,1,4,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,150,1,2,4,3,0,1,2,2,1,0101500051010311002,1,1,1,3,2,3," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010311010202,01015000510103110102,1,65,12,1,4,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,150,1,2,4,3,0,1,2,2,1,0101500051010311002,1,1,1,3,2,3," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051010311010302,01015000510103110102,1,19,12,6,7,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,150,1,2,4,3,0,1,2,2,1,0101500051010311002,1,1,1,3,2,3," "," ",1,1,1,1,4,5,010150005101,10150,005101,2713,1,61.9033376022307,202302,02
0101500051030250110101,01015000510302501101,2,24,12,6,9,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,2,1,1,0,1,2,2,1,0101500051030250101,1,1,1,1,2,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250110201,01015000510302501101,1,6,12,6,5,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,2,1,1,0,1,2,2,1,0101500051030250101,1,1,1,1,2,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250110301,01015000510302501101,1,3,12,6,1,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,2,1,1,0,1,2,2,1,0101500051030250101,1,1,1,1,2,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250210101,01015000510302502101,2,55,12,1,4,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,50,2,2,3,3,0,1,2,2,1,0101500051030250201,4,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250210201,01015000510302502101,1,30,12,6,6,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,50,2,2,3,3,0,1,2,2,1,0101500051030250201,4,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250210301,01015000510302502101,1,27,12,6,6,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,50,2,2,3,3,0,1,2,2,1,0101500051030250201,4,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250310101,01015000510302503101,1,40,12,5,4,1,1,1,3,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,120,2,2,1,1,0,1,2,2,1,0101500051030250301,4,1,3,2,2,2," "," ",1,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250310201,01015000510302503101,2,35,12,5,4,1,1,1,3,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,120,2,2,1,1,0,1,2,2,1,0101500051030250301,4,1,3,2,2,2," "," ",1,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250310301,01015000510302503101,1,8,12,6,5,1,1,1,3,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,120,2,2,1,1,0,1,2,2,1,0101500051030250301,4,1,3,2,2,2," "," ",1,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250310401,01015000510302503101,2,6,12,6,5,1,1,1,3,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,120,2,2,1,1,0,1,2,2,1,0101500051030250301,4,1,3,2,2,2," "," ",1,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250310501,01015000510302503101,1,16,12,6,5,1,1,1,3,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,120,2,2,1,1,0,1,2,2,1,0101500051030250301,4,1,3,2,2,2," "," ",1,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250410101,01015000510302504101,1,23,12,6,5,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,2,1,1,0,2,2,2,4,0101500051030250401,2,1,6,1,1,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250410201,01015000510302504101,2,3,12,6,1,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,2,1,1,0,2,2,2,4,0101500051030250401,2,1,6,1,1,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250510101,01015000510302505101,1,65,12,5,6,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,2,1,0,0,2,2,2,1,0101500051030250501,2,1,1,2,2,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250510201,01015000510302505101,2,63,12,5,6,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,2,1,0,0,2,2,2,1,0101500051030250501,2,1,1,2,2,1," "," ",2,1,2,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250610101,01015000510302506101,1,45,12,1,6,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,200,2,2,4,3,0,1,2,2,1,0101500051030250601,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250610201,01015000510302506101,2,45,12,1,6,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,200,2,2,4,3,0,1,2,2,1,0101500051030250601,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250610301,01015000510302506101,1,18,12,6,7,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,200,2,2,4,3,0,1,2,2,1,0101500051030250601,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
0101500051030250610401,01015000510302506101,1,17,12,6,7,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,200,2,2,4,3,0,1,2,2,1,0101500051030250601,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150005103,10150,005103,2713,1,141.357258653834,202301,01
