Persona,Hogar,Sexo,Edad,ActividadHogar,EstadoCivil,NivelInstruccion,ViaAccesoPrincipal,TenenciaVivienda,TipoAlumbrado,TipoVivienda,TieneVehiculo,NumeroVehiculos,TieneMoto,NumeroMotos,AbastecimientoSuper,AbastecimientoDiesel,AbastecimientoEco,AbastecimientoExtra,AbastecimientoElectricidad,AbastecimientoGas,GastoSuper,GastoDiesel,GastoEco,GastoExtra,GastoElectricidad,GastoGas,ValorMnsualArriendo,IncluyeServicioAgua,IncluyeServicioLuz,CantidadDeCuartos,CuartoDormitorios,CuartoNegocio,CuartoCocina,ParentescoPropietario,Basura,TipoCocina,Vivienda,MaterialPiso,MaterialParedes,MaterialTecho,EstadoParedes,EstadoTecho,EstadoParedes,MedidorDeAgua,ObtieneJuntaAgua,MedioRecibeAgua,MedioObtieneAgua,ServicioDucha,TipoDeServicioHigienico,NoTieneServicioHigienico,TipoInsatalacionSanitaria,UnidadMuestreo,Ciudad,Conglomeracion,Estrato,Area,FactorExpansion,Periodo,Mes
0101500075010250310201,01015000750102503101,2,49,12,1,4,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,2,5,3,0,1,2,2,1,0101500075010250301,2,1,2,3,2,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250310301,01015000750102503101,1,22,12,6,7,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,2,5,3,0,1,2,2,1,0101500075010250301,2,1,2,3,2,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250310401,01015000750102503101,1,20,12,6,7,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,2,5,3,0,1,2,2,1,0101500075010250301,2,1,2,3,2,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250510101,01015000750102505101,2,42,12,1,4,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500075010250501,2,1,2,2,2,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250510201,01015000750102505101,1,47,12,1,4,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500075010250501,2,1,2,2,2,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250510301,01015000750102505101,1,23,12,6,9,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500075010250501,2,1,2,2,2,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250510401,01015000750102505101,2,15,12,6,5,1,5,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500075010250501,2,1,2,2,2,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250610101,01015000750102506101,2,56,12,6,6,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,3,3,7,4,0,1,2,2,1,0101500075010250601,1,1,2,3,3,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250610201,01015000750102506101,2,31,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,3,3,7,4,0,1,2,2,1,0101500075010250601,1,1,2,3,3,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250610301,01015000750102506101,2,27,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,3,3,7,4,0,1,2,2,1,0101500075010250601,1,1,2,3,3,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250610401,01015000750102506101,2,3,12,6,1,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,3,3,7,4,0,1,2,2,1,0101500075010250601,1,1,2,3,3,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250710101,01015000750102507101,2,32,12,3,4,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,2,3,2,0,1,2,2,1,0101500075010250701,2,1,1,2,1,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250710201,01015000750102507101,1,9,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,2,3,2,0,1,2,2,1,0101500075010250701,2,1,1,2,1,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250710301,01015000750102507101,2,5,12,6,5,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,2,3,2,0,1,2,2,1,0101500075010250701,2,1,1,2,1,2," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250810101,01015000750102508101,1,32,12,5,9,1,5,1,1,1,2,2,0,2,2,1,2,2,2,0,0,80,0,0,0,200,3,3,6,4,0,1,2,2,1,0101500075010250801,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250810201,01015000750102508101,2,33,12,5,9,1,5,1,1,1,2,2,0,2,2,1,2,2,2,0,0,80,0,0,0,200,3,3,6,4,0,1,2,2,1,0101500075010250801,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075010250810301,01015000750102508101,1,10,12,6,5,1,5,1,1,1,2,2,0,2,2,1,2,2,2,0,0,80,0,0,0,200,3,3,6,4,0,1,2,2,1,0101500075010250801,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007501,10150,007501,2712,1,64.9997580996658,202301,01
0101500075020420110103,01015000750204201103,1,76,12,1,4,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500075020420103,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420110203,01015000750204201103,2,74,12,1,4,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500075020420103,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420110303,01015000750204201103,1,40,12,1,9,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500075020420103,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420110403,01015000750204201103,2,35,12,1,6,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500075020420103,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420210103,01015000750204202103,1,69,12,1,10,1,4,1,1,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,250,3,3,8,6,0,1,2,2,1,0101500075020420203,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420210203,01015000750204202103,2,63,12,1,9,1,4,1,1,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,250,3,3,8,6,0,1,2,2,1,0101500075020420203,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420210303,01015000750204202103,1,37,12,6,9,1,4,1,1,1,2,2,0,2,2,1,2,2,2,0,0,50,0,0,0,250,3,3,8,6,0,1,2,2,1,0101500075020420203,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420310103,01015000750204203103,2,52,12,3,4,1,5,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,3,4,3,0,1,2,2,1,0101500075020420303,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420410103,01015000750204204103,1,35,12,1,9,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,200,2,2,6,5,0,1,1,2,1,0101500075020420403,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420410203,01015000750204204103,2,32,12,1,9,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,200,2,2,6,5,0,1,1,2,1,0101500075020420403,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420410303,01015000750204204103,1,4,12,6,1,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,200,2,2,6,5,0,1,1,2,1,0101500075020420403,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420410403,01015000750204204103,2,80,12,4,4,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,20,0,0,0,200,2,2,6,5,0,1,1,2,1,0101500075020420403,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420510103,01015000750204205103,2,49,12,4,6,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,30,0,0,0,250,3,3,4,3,0,1,2,2,1,0101500075020420503,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420510203,01015000750204205103,2,15,12,6,5,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,30,0,0,0,250,3,3,4,3,0,1,2,2,1,0101500075020420503,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420510303,01015000750204205103,1,8,12,6,5,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,30,0,0,0,250,3,3,4,3,0,1,2,2,1,0101500075020420503,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420610103,01015000750204206103,2,64,12,6,6,1,5,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3,3,4,3,0,1,2,2,1,0101500075020420603,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420710103,01015000750204207103,1,24,12,1,7,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2,2,5,4,1,1,2,2,1,0101500075020420703,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420710203,01015000750204207103,2,23,12,1,7,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2,2,5,4,1,1,2,2,1,0101500075020420703,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500075020420710303,01015000750204207103,1,4,12,6,1,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2,2,5,4,1,1,2,2,1,0101500075020420703,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007502,10150,007502,2712,1,27.1005156556189,202303,03
0101500077030260110102,01015000770302601102,2,33,12,2,6,1,6,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500077030260102,4,1,2,2,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260110202,01015000770302601102,2,14,12,6,5,1,6,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500077030260102,4,1,2,2,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260110302,01015000770302601102,2,12,12,6,5,1,6,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500077030260102,4,1,2,2,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260110402,01015000770302601102,1,11,12,6,5,1,6,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,3,1,1,0,1,2,2,1,0101500077030260102,4,1,2,2,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260210102,01015000770302602102,1,51,12,1,6,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,100,0,0,0,200,3,3,5,3,0,1,2,2,1,0101500077030260202,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260210202,01015000770302602102,2,49,12,1,6,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,100,0,0,0,200,3,3,5,3,0,1,2,2,1,0101500077030260202,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260210302,01015000770302602102,1,21,12,6,9,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,100,0,0,0,200,3,3,5,3,0,1,2,2,1,0101500077030260202,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260210402,01015000770302602102,2,16,12,6,7,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,100,0,0,0,200,3,3,5,3,0,1,2,2,1,0101500077030260202,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260310102,01015000770302603102,2,42,12,1,10,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3,3,6,4,0,1,2,2,1,0101500077030260302,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260310202,01015000770302603102,1,17,12,6,7,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3,3,6,4,0,1,2,2,1,0101500077030260302,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260310302,01015000770302603102,1,14,12,6,5,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3,3,6,4,0,1,2,2,1,0101500077030260302,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260410102,01015000770302604102,1,19,12,5,5,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,2,2,4,3,0,1,2,2,1,0101500077030260402,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260410202,01015000770302604102,2,18,12,5,7,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,2,2,4,3,0,1,2,2,1,0101500077030260402,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260410302,01015000770302604102,2,1,12,6,1,1,1,1,2,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,250,2,2,4,3,0,1,2,2,1,0101500077030260402,2,1,1,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260510102,01015000770302605102,2,71,12,4,6,3,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,250,3,3,4,3,0,1,2,2,1,0101500077030260502,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260510202,01015000770302605102,1,44,12,1,9,3,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,250,3,3,4,3,0,1,2,2,1,0101500077030260502,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260510302,01015000770302605102,2,42,12,1,9,3,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,250,3,3,4,3,0,1,2,2,1,0101500077030260502,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260610102,01015000770302606102,2,80,12,4,6,1,5,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,350,3,3,5,4,0,1,2,2,1,0101500077030260602,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260710102,01015000770302607102,1,67,12,1,6,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,300,2,2,6,4,0,1,2,2,1,0101500077030260702,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260710202,01015000770302607102,2,72,12,1,6,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,300,2,2,6,4,0,1,2,2,1,0101500077030260702,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500077030260710302,01015000770302607102,2,46,12,6,6,1,1,1,1,1,1,2,0,2,2,1,2,2,2,0,0,40,0,0,0,300,2,2,6,4,0,1,2,2,1,0101500077030260702,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150007703,10150,007703,2711,1,77.2582956518984,202302,02
0101500088010420110103,01015000880104201103,1,59,12,1,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,300,3,3,5,3,1,1,2,2,1,0101500088010420103,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420110203,01015000880104201103,2,56,12,1,6,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,300,3,3,5,3,1,1,2,2,1,0101500088010420103,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420110303,01015000880104201103,1,32,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,300,3,3,5,3,1,1,2,2,1,0101500088010420103,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420110403,01015000880104201103,2,29,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,300,3,3,5,3,1,1,2,2,1,0101500088010420103,1,1,2,1,2,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420210103,01015000880104202103,1,79,12,1,10,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,2,0,1,2,2,1,0101500088010420203,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420210203,01015000880104202103,2,79,12,1,4,1,4,1,2,1,1,2,0,2,2,1,2,2,2,0,0,50,0,0,0,200,3,3,4,2,0,1,2,2,1,0101500088010420203,1,1,2,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420510103,01015000880104205103,1,60,12,1,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,300,3,3,5,4,0,1,2,2,1,0101500088010420503,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420510203,01015000880104205103,2,61,12,1,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,300,3,3,5,4,0,1,2,2,1,0101500088010420503,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420510303,01015000880104205103,2,27,12,6,8,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,300,3,3,5,4,0,1,2,2,1,0101500088010420503,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420510403,01015000880104205103,2,24,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,60,0,0,0,300,3,3,5,4,0,1,2,2,1,0101500088010420503,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420610103,01015000880104206103,2,58,12,6,6,1,5,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500088010420603,2,1,1,2,2,2," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420610203,01015000880104206103,1,28,12,6,8,1,5,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,3,2,0,1,2,2,1,0101500088010420603,2,1,1,2,2,2," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420710103,01015000880104207103,2,80,12,4,4,1,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,3,4,3,0,1,2,2,1,0101500088010420703,1,1,1,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420810103,01015000880104208103,1,33,12,1,8,1,5,1,2,1,2,1,1,2,2,2,1,2,2,0,0,0,100,0,0,300,3,3,4,3,0,1,2,2,1,0101500088010420803,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420810203,01015000880104208103,2,33,12,1,9,1,5,1,2,1,2,1,1,2,2,2,1,2,2,0,0,0,100,0,0,300,3,3,4,3,0,1,2,2,1,0101500088010420803,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420810303,01015000880104208103,1,4,12,6,1,1,5,1,2,1,2,1,1,2,2,2,1,2,2,0,0,0,100,0,0,300,3,3,4,3,0,1,2,2,1,0101500088010420803,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420810403,01015000880104208103,2,31,12,1,9,1,5,1,2,1,2,1,1,2,2,2,1,2,2,0,0,0,100,0,0,300,3,3,4,3,0,1,2,2,1,0101500088010420803,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010420810503,01015000880104208103,1,31,12,1,9,1,5,1,2,1,2,1,1,2,2,2,1,2,2,0,0,0,100,0,0,300,3,3,4,3,0,1,2,2,1,0101500088010420803,1,1,4,1,1,1," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500088010421010103,01015000880104210103,1,69,12,6,10,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,400,3,3,8,4,0,1,2,2,1,0101500088010421003,1,1,4,2,2,2," "," ",1,1,1,1,4,5,010150008801,10150,008801,2712,1,17.2877694364379,202303,03
0101500093030280110101,01015000930302801101,2,83,12,4,6,1,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,3,4,2,0,1,2,2,1,0101500093030280101,1,1,2,2,2,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280210101,01015000930302802101,1,73,12,1,10,1,4,1,1,1,1,2,0,1,2,2,2,2,2,40,0,0,0,0,0,500,3,3,5,3,0,1,2,2,1,0101500093030280201,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280210201,01015000930302802101,2,71,12,1,6,1,4,1,1,1,1,2,0,1,2,2,2,2,2,40,0,0,0,0,0,500,3,3,5,3,0,1,2,2,1,0101500093030280201,2,1,2,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280310101,01015000930302803101,1,80,12,1,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,80,0,0,0,400,3,3,7,4,0,1,2,2,1,0101500093030280301,2,1,4,2,2,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280310201,01015000930302803101,2,81,12,1,4,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,80,0,0,0,400,3,3,7,4,0,1,2,2,1,0101500093030280301,2,1,4,2,2,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280310301,01015000930302803101,2,50,12,6,9,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,80,0,0,0,400,3,3,7,4,0,1,2,2,1,0101500093030280301,2,1,4,2,2,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280410101,01015000930302804101,1,38,12,1,9,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,40,0,0,0,0,500,3,3,5,4,0,1,2,2,1,0101500093030280401,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280410201,01015000930302804101,2,41,12,1,9,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,40,0,0,0,0,500,3,3,5,4,0,1,2,2,1,0101500093030280401,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280410301,01015000930302804101,1,9,12,6,5,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,40,0,0,0,0,500,3,3,5,4,0,1,2,2,1,0101500093030280401,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280410401,01015000930302804101,2,6,12,6,5,1,4,1,1,1,1,2,0,2,1,2,2,2,2,0,40,0,0,0,0,500,3,3,5,4,0,1,2,2,1,0101500093030280401,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280510101,01015000930302805101,2,72,12,6,6,1,4,1,1,1,1,2,0,1,2,2,2,2,2,30,0,0,0,0,0,400,3,3,5,4,0,1,2,2,1,0101500093030280501,2,1,4,1,1,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
0101500093030280610101,01015000930302806101,1,74,12,1,6,1,4,1,1,1,1,2,0,2,2,1,2,2,2,0,0,10,0,0,0,300,3,3,4,3,0,1,2,2,1,0101500093030280601,2,2,4,2,2,1," "," ",1,1,1,1,4,5,010150009303,10150,009303,2712,1,40.1593249893379,202301,01
